nb_total_candidat-es;nb_candidates;rapport_nb_candidates/nb_total_candidat-es;nb_candidats;rapport_nb_candidats/nb_total_candidat-es;nb_total_circos;nb_candidates_en_premiere_position;rapport_nb_candidates_en_premiere_position/nb_candidates;rapport_nb_candidates_en_premiere_position/nb_total_circos;nb_candidats_en_premiere_position;rapport_nb_candidats_en_premiere_position/nb_candidats;rapport_nb_candidats_en_premiere_position/nb_total_circos;nb_total_candidat-es_qualifiables;nb_candidates_qualifiables;rapport_nb_candidates_qualifiables/nb_candidates;rapport_nb_candidates_qualifiables/nb_total_candidat-es_qualifiables;nb_candidats_qualifiables;rapport_nb_candidats_qualifiables/nb_candidats;rapport_nb_candidats_qualifiables/nb_total_candidat-es_qualifiables
3836;1574;41.03;2262;58.96;558;201;12.77;36.02;357;15.78;63.97;1394;574;36.46;41.17;820;36.25;58.82
